,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,2H,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
333,333,20161208,2017,NOP,PHI,1407.624437,1253.918015,0.81160173,0.18839827,88,99,Philadelphia,26,26,19,28,205,100.5,26,12,19,-245,205,-6,A,2959,5,L ,106.75,103.625,87.25,0.456375,60.625,0.51525,26.625,0.31575,24.125,0.781125,92,0.4175,59.125,0.477375,32.875,0.304625,21.875,0.748625,333,20161208,2017,NOP,PHI,1407.624437,1253.918015,0.81160173,0.18839827,88,99,Philadelphia,26,26,19,28,205,100.5,26,12,19,-245,205,-6,A,2959,5,L ,109.875,95.375,85.75,0.482625,59.375,0.530375,26.375,0.376125,23.125,0.723625,87,0.41275,53,0.463875,34,0.330625,17.75,0.69325
331,331,20161208,2017,TOR,MIN,1624.105816,1418.982888,0.852761824,0.147238176,124,110,Minnesota,32,27,30,21,400,103,37,29,36,-500,214,-9.5,H,2960,11,W ,119.75,103,82.625,0.507625,56.375,0.532,26.25,0.4635,28.375,0.841,88.125,0.443375,58.875,0.492625,29.25,0.3405,19.5,0.731625,331,20161208,2017,TOR,MIN,1624.105816,1418.982888,0.852761824,0.147238176,124,110,Minnesota,32,27,30,21,400,103,37,29,36,-500,214,-9.5,H,2960,11,W ,109.875,104.875,84.75,0.467375,58.75,0.517625,26,0.34625,27.25,0.7795,86.625,0.447875,61.375,0.495625,25.25,0.338875,22.375,0.81125
335,335,20161208,2017,UTA,GSW,1581.895898,1747.962711,0.406051855,0.593948145,99,106,GoldenState,35,30,17,24,-800,2.5,29,24,29,550,208,11,A,2961,1,L ,103.25,94.625,78,0.472125,48.875,0.53025,29.125,0.3715,23.5,0.816875,85.625,0.414375,62,0.4255,23.625,0.378,20.25,0.745125,335,20161208,2017,UTA,GSW,1581.895898,1747.962711,0.406051855,0.593948145,99,106,GoldenState,35,30,17,24,-800,2.5,29,24,29,550,208,11,A,2961,1,L ,99.5,116.25,90.25,0.4035,62.5,0.438375,27.75,0.333,22.75,0.77925,87.375,0.4875,55.375,0.5575,32,0.363875,24.125,0.793625
332,332,20161208,2017,WAS,DEN,1464.967352,1428.706651,0.686623259,0.313376741,92,85,Denver,29,23,21,12,195,107.5,29,28,17,-230,217.5,-5.5,H,2962,6,W ,104.875,106,86.5,0.45875,63.5,0.48225,23,0.378875,21.75,0.777875,84.375,0.462375,57,0.50775,27.375,0.365625,25.25,0.725625,332,20161208,2017,WAS,DEN,1464.967352,1428.706651,0.686623259,0.313376741,92,85,Denver,29,23,21,12,195,107.5,29,28,17,-230,217.5,-5.5,H,2962,6,W ,106.625,101.875,85,0.448875,59.375,0.497125,25.625,0.336625,27.125,0.810375,84.75,0.420875,56.125,0.451,28.625,0.375625,27.375,0.7525
338,338,20161209,2017,BOS,TOR,1562.466008,1627.150159,0.550649273,0.449350727,94,101,Toronto,25,17,33,26,120,1.5,22,18,26,-140,207.5,-2.5,A,2963,9,L ,101,102.5,86.5,0.417,55.125,0.4435,31.375,0.364,21.5,0.809,86.125,0.448125,62.75,0.476625,23.375,0.374625,21,0.78375,338,20161209,2017,BOS,TOR,1562.466008,1627.150159,0.550649273,0.449350727,94,101,Toronto,25,17,33,26,120,1.5,22,18,26,-140,207.5,-2.5,A,2963,9,L ,107.875,109.75,81.75,0.46825,48.75,0.53125,33,0.366,25.5,0.75825,87.125,0.460125,63.125,0.478125,24,0.409375,24.25,0.8105
337,337,20161209,2017,CHO,ORL,1539.0272,1434.337433,0.764640024,0.235359976,109,88,Orlando,21,25,24,18,240,100.5,32,39,18,-280,203.5,-6.5,H,2964,4,W ,101.625,101.875,83.5,0.4355,58.875,0.46925,24.625,0.362375,27.875,0.72675,91.625,0.429,62.125,0.46975,29.5,0.34475,16.25,0.803375,337,20161209,2017,CHO,ORL,1539.0272,1434.337433,0.764640024,0.235359976,109,88,Orlando,21,25,24,18,240,100.5,32,39,18,-280,203.5,-6.5,H,2964,4,W ,95.5,95.25,86.25,0.41975,61.75,0.451125,24.5,0.346625,19.375,0.749875,81.5,0.44175,56.75,0.491125,24.75,0.332625,21.25,0.73075
339,339,20161209,2017,CLE,MIA,1674.731584,1493.776384,0.834423554,0.165576446,114,84,Miami,27,19,23,15,600,101,26,30,27,-900,208,-12,H,2965,7,W ,113,101.625,85.5,0.476125,52.375,0.517,33.125,0.40775,23.875,0.76275,90.625,0.427625,62.125,0.4665,28.5,0.355,18.75,0.762625,339,20161209,2017,CLE,MIA,1674.731584,1493.776384,0.834423554,0.165576446,114,84,Miami,27,19,23,15,600,101,26,30,27,-900,208,-12,H,2965,7,W ,101.625,94.5,83.125,0.466875,60.25,0.5045,22.875,0.3495,20.875,0.769625,85.375,0.41225,59.5,0.450375,25.875,0.3225,22.125,0.7135
343,343,20161209,2017,DAL,IND,1400.918383,1504.840633,0.494355669,0.505644331,111,103,Indiana,27,25,25,26,-165,4,29,31,26,145,199.5,3.5,H,2966,9,W ,94.25,99.125,80.625,0.419875,51.25,0.450625,29.375,0.367875,19.25,0.801125,76.625,0.468125,54.875,0.49075,21.75,0.383875,22.625,0.807,343,20161209,2017,DAL,IND,1400.918383,1504.840633,0.494355669,0.505644331,111,103,Indiana,27,25,25,26,-165,4,29,31,26,145,199.5,3.5,H,2966,9,W ,115.25,107.25,89.375,0.467125,56.375,0.532625,33,0.353125,24.5,0.8135,81.75,0.454625,61.125,0.481125,20.625,0.36075,30.125,0.854375
345,345,20161209,2017,LAL,PHO,1403.256798,1345.176846,0.712996347,0.287003653,115,119,Phoenix,32,30,27,30,105,117,26,28,35,-125,221.5,-1.5,A,2967,9,L ,107.875,111.25,89.25,0.443375,65.125,0.463875,24.125,0.383625,25.125,0.77775,87.75,0.491875,57.875,0.549375,29.875,0.382,19.375,0.709625,345,20161209,2017,LAL,PHO,1403.256798,1345.176846,0.712996347,0.287003653,115,119,Phoenix,32,30,27,30,105,117,26,28,35,-125,221.5,-1.5,A,2967,9,L ,111.75,106.375,84.375,0.479,61.125,0.50125,23.25,0.39925,28.75,0.752625,87.75,0.45775,63.25,0.49,24.5,0.36975,23.125,0.751125
340,340,20161209,2017,MIL,ATL,1477.011022,1482.928842,0.632180019,0.367819981,110,114,Atlanta,23,21,40,30,135,4,34,28,18,-155,205.5,-3,A,2968,9,L ,108,105,83.625,0.47925,59,0.5295,24.625,0.363,25.25,0.734625,85.25,0.432875,50.625,0.4885,34.625,0.347125,25.125,0.758125,340,20161209,2017,MIL,ATL,1477.011022,1482.928842,0.632180019,0.367819981,110,114,Atlanta,23,21,40,30,135,4,34,28,18,-155,205.5,-3,A,2968,9,L ,105.625,94.625,88.375,0.46125,61.375,0.501125,27,0.389125,17.5,0.774375,85.875,0.423,58.75,0.48025,27.125,0.300375,19.5,0.6725
341,341,20161209,2017,MIN,DET,1415.938545,1569.097329,0.424089791,0.575910209,90,117,Detroit,25,24,33,35,-155,99.5,23,25,22,135,202.5,3,A,2969,8,L ,100.25,106.5,82.25,0.450125,60.125,0.50475,22.125,0.290125,24.125,0.806,81.75,0.481625,54.875,0.536375,26.875,0.35575,22.5,0.80525,341,20161209,2017,MIN,DET,1415.938545,1569.097329,0.424089791,0.575910209,90,117,Detroit,25,24,33,35,-155,99.5,23,25,22,135,202.5,3,A,2969,8,L ,97.5,102.375,85.25,0.432,59.875,0.475625,25.375,0.32025,21.125,0.75375,87.625,0.464875,63.375,0.50475,24.25,0.351625,15.5,0.779625
342,342,20161209,2017,OKC,HOU,1629.399493,1609.499174,0.6660118,0.3339882,99,102,Houston,25,30,31,16,-120,107.5,26,28,22,100,224,1,A,2970,6,L ,111.125,104.875,89.25,0.480625,61.625,0.554375,27.625,0.314875,24.5,0.6975,90,0.437375,61,0.491,29,0.321625,23.375,0.72575,342,20161209,2017,OKC,HOU,1629.399493,1609.499174,0.6660118,0.3339882,99,102,Houston,25,30,31,16,-120,107.5,26,28,22,100,224,1,A,2970,6,L ,109.375,114,87.125,0.461125,57.375,0.5215,29.75,0.36075,24.875,0.772375,89.5,0.458625,50.75,0.526375,38.75,0.371375,24.5,0.72875
344,344,20161209,2017,SAC,NYK,1468.602328,1454.193434,0.658943701,0.341056299,100,103,NewYork,30,24,24,25,190,103.5,21,24,23,-220,210,-5.5,A,2971,17,L ,104.375,105.75,83.75,0.449875,57.875,0.494625,25.875,0.362875,24.5,0.8145,81.5,0.46275,52.125,0.522875,29.375,0.35075,24.75,0.798,344,20161209,2017,SAC,NYK,1468.602328,1454.193434,0.658943701,0.341056299,100,103,NewYork,30,24,24,25,190,103.5,21,24,23,-220,210,-5.5,A,2971,17,L ,108.75,106,83.875,0.443875,60,0.472375,23.875,0.36725,32.625,0.789875,92.25,0.442875,65.5,0.477,26.75,0.35175,18.75,0.794375
352,352,20161210,2017,CHI,MIA,1518.414132,1487.864499,0.679506345,0.320493655,105,100,Miami,27,28,20,25,380,98.5,26,28,22,-475,201,-9.5,H,2972,10,W ,104.125,99.5,88,0.4335,70,0.482125,18,0.2325,28.125,0.834125,88.75,0.4525,67.5,0.491625,21.25,0.32725,17.125,0.718,352,20161210,2017,CHI,MIA,1518.414132,1487.864499,0.679506345,0.320493655,105,100,Miami,27,28,20,25,380,98.5,26,28,22,-475,201,-9.5,H,2972,10,W ,102.125,95.25,83.875,0.464125,63.25,0.502875,20.625,0.31225,22.25,0.7825,85.75,0.42175,61.25,0.45625,24.5,0.3255,20.875,0.705
349,349,20161210,2017,CLE,CHO,1680.643469,1545.882239,0.794357481,0.205642519,116,105,Charlotte,26,26,29,24,285,106.5,31,25,24,-350,214.5,-8,H,2973,5,W ,114.25,101,82.25,0.50125,50.5,0.54625,31.75,0.427375,24.25,0.742625,91.25,0.421,63,0.455875,28.25,0.353875,18.75,0.762625,349,20161210,2017,CLE,CHO,1680.643469,1545.882239,0.794357481,0.205642519,116,105,Charlotte,26,26,29,24,285,106.5,31,25,24,-350,214.5,-8,H,2973,5,W ,104.875,106.5,89.25,0.443875,55.625,0.49825,33.625,0.35625,19.25,0.723375,87.25,0.451,59,0.500625,28.25,0.33475,24.5,0.76475
350,350,20161210,2017,HOU,DAL,1617.736095,1410.129089,0.854548215,0.145451785,109,87,Dallas,27,22,20,18,700,102.5,24,26,23,-1000,208,-12,H,2974,3,W ,113,101,86.375,0.47175,48.375,0.54075,38,0.392125,21.125,0.7945,85.625,0.449375,60.125,0.49225,25.5,0.34325,19.125,0.823625,350,20161210,2017,HOU,DAL,1617.736095,1410.129089,0.854548215,0.145451785,109,87,Dallas,27,22,20,18,700,102.5,24,26,23,-1000,208,-12,H,2974,3,W ,103,87.125,76.75,0.479125,49.5,0.512,27.25,0.40575,23.375,0.769625,82.5,0.397625,53.375,0.454,29.125,0.29375,17.5,0.743
346,346,20161210,2017,IND,POR,1495.629927,1517.192841,0.611000606,0.388999394,118,111,Portland,44,27,27,13,-115,106.5,33,26,28,-105,217,0,H,2975,3,W ,97.75,96.5,87.625,0.444625,64.625,0.4815,23,0.317875,15.875,0.80325,84.125,0.416,55.125,0.4725,29,0.305875,21.375,0.784,346,20161210,2017,IND,POR,1495.629927,1517.192841,0.611000606,0.388999394,118,111,Portland,44,27,27,13,-115,106.5,33,26,28,-105,217,0,H,2975,3,W ,112.125,109.25,86.375,0.466,58.875,0.499125,27.5,0.3865,27.375,0.784875,86.375,0.453375,55.125,0.4965,31.25,0.371625,23.125,0.828625
355,355,20161210,2017,LAC,NOP,1630.316905,1385.199212,0.87938903,0.12061097,133,105,NewOrleans,31,24,25,25,1000,99,26,37,35,-2000,200,-15.5,H,2976,7,W ,112.875,103.375,84.5,0.478875,56.25,0.52225,28.25,0.398,26.75,0.781875,81.875,0.457375,56.625,0.5105,25.25,0.350625,25.125,0.803875,355,20161210,2017,LAC,NOP,1630.316905,1385.199212,0.87938903,0.12061097,133,105,NewOrleans,31,24,25,25,1000,99,26,37,35,-2000,200,-15.5,H,2976,7,W ,104.375,97.75,88.125,0.460875,60.375,0.51225,27.75,0.349875,18.25,0.722875,84.375,0.4365,61.625,0.466125,22.75,0.352625,21,0.786125
351,351,20161210,2017,MEM,GSW,1499.110851,1754.451778,0.290240919,0.709759081,110,89,GoldenState,16,22,27,24,-1300,13,30,26,23,800,211.5,13,H,2977,2,W ,93.875,90.625,84.25,0.400125,62.125,0.4525,22.125,0.251375,26.375,0.754875,78.375,0.404125,50.875,0.447375,27.5,0.31975,27.125,0.671625,351,20161210,2017,MEM,GSW,1499.110851,1754.451778,0.290240919,0.709759081,110,89,GoldenState,16,22,27,24,-1300,13,30,26,23,800,211.5,13,H,2977,2,W ,100.625,111.75,89.375,0.407625,62.875,0.446,26.5,0.326375,24.25,0.803125,86.375,0.475125,54.75,0.54725,31.625,0.347125,24.125,0.749875
347,347,20161210,2017,ORL,DEN,1427.482393,1423.952198,0.644733242,0.355266758,113,121,Denver,32,33,27,29,-125,100,29,37,18,105,205.5,2,A,2978,12,L ,91.5,98,84.5,0.4035,59.875,0.42475,24.625,0.351875,21,0.6985,81.75,0.446625,57.125,0.49275,24.625,0.33575,21,0.7925,347,20161210,2017,ORL,DEN,1427.482393,1423.952198,0.644733242,0.355266758,113,121,Denver,32,33,27,29,-125,100,29,37,18,105,205.5,2,A,2978,12,L ,107.25,103.625,85.25,0.446,59.25,0.488125,26,0.351,27.75,0.80825,86.375,0.429125,58.375,0.45925,28,0.376125,26.25,0.74825
353,353,20161210,2017,SAS,BRK,1687.383814,1312.375648,0.93902435,0.06097565,130,101,Brooklyn,26,26,18,31,1050,110.5,26,36,27,-2650,211.5,-16,H,2979,1,W ,99.625,98.125,80.75,0.437375,59.625,0.44975,21.125,0.409375,25.375,0.796,82.125,0.462125,60.5,0.517125,21.625,0.34775,19.125,0.802375,353,20161210,2017,SAS,BRK,1687.383814,1312.375648,0.93902435,0.06097565,130,101,Brooklyn,26,26,18,31,1050,110.5,26,36,27,-2650,211.5,-16,H,2979,1,W ,118.75,104.625,92,0.492125,64.75,0.545375,27.25,0.367,24.5,0.77,84.875,0.432125,50.5,0.50575,34.375,0.323875,26.25,0.77
354,354,20161210,2017,UTA,SAC,1575.406831,1460.492231,0.775067172,0.224932828,104,84,Sacramento,25,25,26,8,210,96.5,23,26,26,-260,196.5,-6,H,2980,9,W ,106.625,94.5,77.875,0.484125,48.25,0.53375,29.625,0.4025,24,0.82775,85.625,0.41575,60.875,0.426375,24.75,0.3845,19.875,0.703,354,20161210,2017,UTA,SAC,1575.406831,1460.492231,0.775067172,0.224932828,104,84,Sacramento,25,25,26,8,210,96.5,23,26,26,-260,196.5,-6,H,2980,9,W ,101.875,103.375,84.125,0.434,53.625,0.470625,30.5,0.3725,21.875,0.81875,88,0.43775,65.125,0.4715,22.875,0.3325,25.5,0.737625
348,348,20161210,2017,WAS,MIL,1469.721805,1468.363912,0.641863838,0.358136162,110,105,Milwaukee,32,20,25,28,160,104,29,25,33,-180,209.5,-4.5,H,2981,14,W ,106.875,106,86.625,0.461,62.875,0.48125,23.75,0.4015,22.875,0.7775,83.5,0.47325,57.125,0.518375,26.375,0.377625,23.875,0.73425,348,20161210,2017,WAS,MIL,1469.721805,1468.363912,0.641863838,0.358136162,110,105,Milwaukee,32,20,25,28,160,104,29,25,33,-180,209.5,-4.5,H,2981,14,W ,99.875,96,87,0.424375,57.625,0.497,29.375,0.28875,23.25,0.77575,86,0.425125,59,0.4695,27,0.325375,17.75,0.7895
356,356,20161211,2017,DET,PHI,1585.580328,1276.34324,0.91339082,0.08660918,79,97,Philadelphia,32,26,22,17,700,95,23,29,15,-1000,198,-12,A,2982,0,L ,97.5,93.5,86.5,0.45175,66.75,0.47925,19.75,0.359875,17,0.70075,77.25,0.4495,53.375,0.512375,23.875,0.29325,23.125,0.749625,356,20161211,2017,DET,PHI,1585.580328,1276.34324,0.91339082,0.08660918,79,97,Philadelphia,32,26,22,17,700,95,23,29,15,-1000,198,-12,A,2982,0,L ,106.125,95.875,86.125,0.469625,61.625,0.51175,24.5,0.36125,21.625,0.726375,84.75,0.43325,53.375,0.482625,31.375,0.342625,18,0.687875
360,360,20161211,2017,LAL,NYK,1392.932664,1462.303531,0.543965028,0.456034972,112,118,NewYork,32,25,27,34,-140,2,26,19,37,120,217,2.5,A,2983,10,L ,106.25,111.25,88.75,0.44725,64.625,0.468,24.125,0.388125,22.5,0.781125,85.875,0.496,58.375,0.54075,27.5,0.40225,20.75,0.7145,360,20161211,2017,LAL,NYK,1392.932664,1462.303531,0.543965028,0.456034972,112,118,NewYork,32,25,27,34,-140,2,26,19,37,120,217,2.5,A,2983,10,L ,109.75,106.125,84.375,0.4485,59.875,0.479625,24.5,0.368375,32,0.79025,91.625,0.43925,64.75,0.4715,26.875,0.355,20,0.804
357,357,20161211,2017,MIN,GSW,1399.455546,1726.98044,0.212530593,0.787469407,108,116,GoldenState,30,30,18,38,-520,6.5,31,30,20,400,226.5,10,A,2984,16,L ,100.25,106.625,81.25,0.45225,60.5,0.51075,20.75,0.283375,26,0.7985,82.125,0.471625,54.25,0.52625,27.875,0.34925,23.5,0.8155,357,20161211,2017,MIN,GSW,1399.455546,1726.98044,0.212530593,0.787469407,108,116,GoldenState,30,30,18,38,-520,6.5,31,30,20,400,226.5,10,A,2984,16,L ,99,110.375,89.25,0.40675,62.875,0.446,26.375,0.32325,23.625,0.784125,85.875,0.469125,54.75,0.5325,31.125,0.35275,24.375,0.74625
358,358,20161211,2017,OKC,BOS,1621.162572,1552.931672,0.724803443,0.275196557,99,96,Boston,24,19,28,25,135,108,18,28,32,-155,207.5,-3,H,2985,11,W ,108.875,102,88.125,0.4785,61,0.556375,27.125,0.29775,24.625,0.6855,90.5,0.426,60.5,0.482875,30,0.307375,21.875,0.703875,358,20161211,2017,OKC,BOS,1621.162572,1552.931672,0.724803443,0.275196557,99,96,Boston,24,19,28,25,135,108,18,28,32,-155,207.5,-3,H,2985,11,W ,97.5,105.25,81.75,0.436375,53.875,0.506125,27.875,0.297125,25.375,0.694625,87,0.459375,55.75,0.522375,31.25,0.34625,17.875,0.806
359,359,20161211,2017,PHO,NOP,1355.50098,1381.267677,0.605233825,0.394766175,119,120,NewOrleans,25,26,25,34,105,1.5,27,24,28,-125,216,-2,A,2986,6,L ,106.25,111.375,91.5,0.421125,64.375,0.464125,27.125,0.335,25.875,0.786875,89,0.429625,60.125,0.451875,28.875,0.379375,28.25,0.85275,359,20161211,2017,PHO,NOP,1355.50098,1381.267677,0.605233825,0.394766175,119,120,NewOrleans,25,26,25,34,105,1.5,27,24,28,-125,216,-2,A,2986,6,L ,106.5,101,90,0.458,60.25,0.511125,29.75,0.3525,19,0.704625,86,0.429,60.875,0.448875,25.125,0.372875,23.125,0.795875
365,365,20161212,2017,DAL,DEN,1406.041267,1436.71689,0.598462562,0.401537438,112,92,Denver,19,24,24,25,-155,7,38,27,20,135,203.5,3,H,2987,0,W ,100.25,100.625,81.125,0.456875,51.625,0.489875,29.5,0.400625,18,0.808625,77.375,0.4705,55.625,0.49825,21.75,0.373875,23.375,0.817375,365,20161212,2017,DAL,DEN,1406.041267,1436.71689,0.598462562,0.401537438,112,92,Denver,19,24,24,25,-155,7,38,27,20,135,203.5,3,H,2987,0,W ,107.25,102,82.5,0.46975,56.875,0.513625,25.625,0.37425,25.25,0.81075,85.375,0.432375,57.875,0.46925,27.5,0.36375,24.875,0.7575
364,364,20161212,2017,HOU,BRK,1621.823916,1310.490419,0.914340738,0.085659262,122,118,Brooklyn,24,19,42,33,750,119.5,24,37,32,-1200,229.5,-13.5,H,2988,3,W ,115.75,102.5,86.625,0.48175,49.125,0.549375,37.5,0.401625,23,0.766125,86.125,0.447625,60.375,0.4875,25.75,0.35225,20.625,0.818375,364,20161212,2017,HOU,BRK,1621.823916,1310.490419,0.914340738,0.085659262,122,118,Brooklyn,24,19,42,33,750,119.5,24,37,32,-1200,229.5,-13.5,H,2988,3,W ,120.25,107.375,91.875,0.490125,63,0.542,28.875,0.37475,26.875,0.754625,85,0.4455,52.25,0.518875,32.75,0.326,27.375,0.77575
361,361,20161212,2017,IND,CHO,1501.788594,1542.069497,0.585106193,0.414893807,110,94,Charlotte,20,23,30,21,-110,1,20,31,34,-110,208.5,0,H,2989,9,W ,100.5,99.625,87.375,0.457125,63,0.492125,24.375,0.336875,15.875,0.76575,84.125,0.4175,55,0.464625,29.125,0.329,23.75,0.79725,361,20161212,2017,IND,CHO,1501.788594,1542.069497,0.585106193,0.414893807,110,94,Charlotte,20,23,30,21,-110,1,20,31,34,-110,208.5,0,H,2989,9,W ,106.75,105.875,89.375,0.45475,55.75,0.497,33.625,0.384,17.875,0.715625,87,0.44025,59.25,0.481375,27.75,0.34125,25.5,0.785625
367,367,20161212,2017,LAC,POR,1634.24844,1511.034174,0.783286887,0.216713113,121,120,Portland,27,33,26,34,425,107,18,33,32,-550,219,-10,H,2990,12,W ,114.125,108.375,84.75,0.48325,57.625,0.519625,27.125,0.41475,26.125,0.807125,81.75,0.476625,57.625,0.521,24.125,0.385125,26.5,0.80675,367,20161212,2017,LAC,POR,1634.24844,1511.034174,0.783286887,0.216713113,121,120,Portland,27,33,26,34,425,107,18,33,32,-550,219,-10,H,2990,12,W ,113.125,111.625,87.25,0.456375,59.875,0.48025,27.375,0.399375,28.375,0.8135,86.25,0.46975,56.625,0.51225,29.625,0.387,23,0.828
362,362,20161212,2017,MIA,WAS,1483.780195,1474.384409,0.652428864,0.347571136,112,101,Washington,29,24,29,19,-115,2.5,31,22,31,-105,208.5,1,H,2991,11,W ,99.75,100.375,86.625,0.448875,60.25,0.50575,26.375,0.3275,21.375,0.641875,84.125,0.455625,62.125,0.504125,22,0.3245,21,0.790875,362,20161212,2017,MIA,WAS,1483.780195,1474.384409,0.652428864,0.347571136,112,101,Washington,29,24,29,19,-115,2.5,31,22,31,-105,208.5,1,H,2991,11,W ,106.5,102,84.5,0.469875,59.875,0.519625,24.625,0.3585,25.875,0.711875,88.875,0.44925,66.625,0.49025,22.25,0.35475,19.25,0.77475
366,366,20161212,2017,SAC,LAL,1454.20439,1384.30868,0.726710859,0.273289141,116,92,LALakers,24,34,13,21,330,103.5,18,39,28,-400,217,-8.5,H,2992,5,W ,106.125,105.5,84.125,0.45975,58.5,0.50125,25.625,0.37725,24.625,0.785875,81.5,0.455375,51.875,0.5045,29.625,0.375375,25.125,0.803,366,20161212,2017,SAC,LAL,1454.20439,1384.30868,0.726710859,0.273289141,116,92,LALakers,24,34,13,21,330,103.5,18,39,28,-400,217,-8.5,H,2992,5,W ,116.875,94.5,86.75,0.5045,57.625,0.56575,29.125,0.382,25.125,0.739,84.625,0.410875,63.125,0.452625,21.5,0.299875,25.625,0.724
363,363,20161212,2017,TOR,MIL,1636.684495,1463.701308,0.827985596,0.172014404,122,100,Milwaukee,23,26,33,18,300,1.5,36,23,30,-360,213,-8,H,2993,3,W ,120.25,102.125,82.375,0.51375,55.75,0.528875,26.625,0.49375,27.125,0.839625,87.125,0.445625,57.75,0.50325,29.375,0.323375,19.625,0.726125,363,20161212,2017,TOR,MIL,1636.684495,1463.701308,0.827985596,0.172014404,122,100,Milwaukee,23,26,33,18,300,1.5,36,23,30,-360,213,-8,H,2993,3,W ,102.875,98.125,86.125,0.433875,56.125,0.497,30,0.3275,24.25,0.789125,86.25,0.43525,58.375,0.489,27.875,0.316875,18.125,0.7795
369,369,20161213,2017,ATL,ORL,1491.575952,1414.717702,0.734598034,0.265401966,120,131,Orlando,35,37,27,32,320,100.5,28,34,24,-380,201.5,-8.5,A,2994,9,L ,105,108,84.625,0.469625,58.875,0.53025,25.75,0.33575,21.25,0.766125,86.75,0.477375,57.5,0.521375,29.25,0.394875,18.875,0.739625,369,20161213,2017,ATL,ORL,1491.575952,1414.717702,0.734598034,0.265401966,120,131,Orlando,35,37,27,32,320,100.5,28,34,24,-380,201.5,-8.5,A,2994,9,L ,99.5,103,86.125,0.434375,61.25,0.468875,24.875,0.35575,20.75,0.738,81.875,0.474875,56,0.529375,25.875,0.36275,22.125,0.722125
370,370,20161213,2017,CHI,MIN,1522.498436,1396.190573,0.786294546,0.213705454,94,99,Minnesota,22,30,26,21,190,100,18,19,19,-220,207.5,-5.5,A,2995,5,L ,102.875,97.25,88.375,0.433125,71.375,0.48175,17,0.222375,27.125,0.824375,88.375,0.443125,67.125,0.485125,21.25,0.309375,17.25,0.719375,370,20161213,2017,CHI,MIN,1522.498436,1396.190573,0.786294546,0.213705454,94,99,Minnesota,22,30,26,21,190,100,18,19,19,-220,207.5,-5.5,A,2995,5,L ,108.25,101.875,85,0.466125,60.125,0.515125,24.875,0.338,25.875,0.77575,86.5,0.4385,61.5,0.494625,25,0.304,21.875,0.81175
368,368,20161213,2017,CLE,MEM,1684.456211,1526.582189,0.815242611,0.184757389,103,86,Memphis,20,23,15,28,900,98,26,15,30,-1600,201,-14.5,H,2996,3,W ,114.625,100.125,80.875,0.505375,50,0.550875,30.875,0.42975,25.25,0.768375,90.125,0.4245,62.75,0.469,27.375,0.32925,19.125,0.7585,368,20161213,2017,CLE,MEM,1684.456211,1526.582189,0.815242611,0.184757389,103,86,Memphis,20,23,15,28,900,98,26,15,30,-1600,201,-14.5,H,2996,3,W ,99.75,101.375,81.25,0.4285,50.875,0.480625,30.375,0.34225,26.625,0.7575,85.875,0.4385,59.125,0.461,26.75,0.384375,20.875,0.77375
371,371,20161213,2017,NOP,GSW,1386.469179,1730.245413,0.197294746,0.802705254,109,113,GoldenState,29,29,37,18,-800,11.5,30,29,15,550,225.5,11.5,A,2997,13,L ,107.125,104.625,87.625,0.4605,59.25,0.51925,28.375,0.33,22.25,0.77825,92,0.42275,60,0.474625,32,0.3195,21.75,0.741,371,20161213,2017,NOP,GSW,1386.469179,1730.245413,0.197294746,0.802705254,109,113,GoldenState,29,29,37,18,-800,11.5,30,29,15,550,225.5,11.5,A,2997,13,L ,101.625,111.5,89.125,0.419625,62.375,0.4635,26.75,0.33025,23.875,0.78675,86.5,0.46325,54.625,0.51925,31.875,0.364125,25.25,0.772
372,372,20161213,2017,POR,OKC,1509.547739,1623.87461,0.479393653,0.520606347,114,95,OklahomaCity,31,21,19,24,125,4.5,36,24,22,-145,219,-2.5,H,2999,1,W ,112.375,108.5,90.75,0.464,60.75,0.52375,30,0.3465,24.125,0.75475,85,0.457375,61,0.486125,24,0.38125,28.375,0.7655,372,20161213,2017,POR,OKC,1509.547739,1623.87461,0.479393653,0.520606347,114,95,OklahomaCity,31,21,19,24,125,4.5,36,24,22,-145,219,-2.5,H,2999,1,W ,109.875,106.375,88.625,0.461,65.125,0.495125,23.5,0.364,23.875,0.82775,87.875,0.453375,62,0.50325,25.875,0.339875,24,0.726125
