,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
743,743,2019128,2019,CHO,NYK,1483.55608,1297.335174,0.838569124,0.161430876,101,92,NewYork,24,29,18,21,650,30,24,17,30,-1000,221.5,-11.5,H,5993,10,W ,108.375,99.5,88.875,0.452375,58.375,0.499875,30.5,0.370375,21.375,0.773875,87.125,0.429625,55.5,0.499,31.625,0.30925,20.375,0.699875,743,2019128,2019,CHO,NYK,1483.55608,1297.335174,0.838569124,0.161430876,101,92,NewYork,24,29,18,21,650,30,24,17,30,-1000,221.5,-11.5,H,5993,10,W ,112.5,101.375,92.125,0.46075,57.5,0.544,34.625,0.327,22.625,0.73025,89.25,0.409125,61,0.439375,28.25,0.337875,24.125,0.77875
744,744,2019128,2019,IND,GSW,1605.283831,1695.381463,0.514246796,0.485753204,100,132,GoldenState,40,29,32,31,-350,22,26,31,21,275,228.5,7,A,5994,0,L ,113.625,105.625,91,0.481625,65.5,0.514,25.5,0.388625,21,0.7945,91,0.4415,57.125,0.49775,33.875,0.34925,18,0.76075,744,2019128,2019,IND,GSW,1605.283831,1695.381463,0.514246796,0.485753204,100,132,GoldenState,40,29,32,31,-350,22,26,31,21,275,228.5,7,A,5994,0,L ,110.25,125.375,92.125,0.439625,59,0.47225,33.125,0.366375,22.25,0.773,92.5,0.514125,56.375,0.581,36.125,0.401875,19.125,0.80025
747,747,2019128,2019,LAC,ATL,1517.022176,1378.195136,0.798154391,0.201845609,118,123,Atlanta,32,31,31,29,210,25,36,22,35,-260,233.5,-6,A,5995,6,L ,112.25,113.375,87.75,0.4615,61.625,0.487875,26.125,0.399375,25.375,0.8055,90.125,0.4435,56.875,0.524375,33.25,0.31225,28.875,0.8055,747,2019128,2019,LAC,ATL,1517.022176,1378.195136,0.798154391,0.201845609,118,123,Atlanta,32,31,31,29,210,25,36,22,35,-260,233.5,-6,A,5995,6,L ,117.25,111.125,87.5,0.484375,56.625,0.564,30.875,0.344125,27,0.798125,89.5,0.462375,56.25,0.5375,33.25,0.33975,23.25,0.752625
746,746,2019128,2019,MEM,DEN,1387.707392,1592.198453,0.354000845,0.645999155,92,95,Denver,16,25,19,35,-240,30,30,17,15,190,205,5.5,A,5996,3,L ,97.875,103.25,85.625,0.43225,56.375,0.513625,29.25,0.27775,21.875,0.7245,80.75,0.453875,49.875,0.522,30.875,0.350875,24.375,0.804,746,2019128,2019,MEM,DEN,1387.707392,1592.198453,0.354000845,0.645999155,92,95,Denver,16,25,19,35,-240,30,30,17,15,190,205,5.5,A,5996,3,L ,109.25,106.75,86,0.469625,51.75,0.5385,34.25,0.354875,22.625,0.698125,86.875,0.45625,53.875,0.51975,33,0.34225,21.625,0.761875
751,751,2019129,2019,BRK,CHI,1514.403279,1272.142253,0.877633972,0.122366028,122,117,Chicago,19,35,25,38,240,20,30,33,39,-300,220.5,-7,H,5997,3,W ,119.125,109.375,92,0.4635,56.875,0.5315,35.125,0.35475,28,0.76625,93.25,0.43925,62.875,0.492875,30.375,0.337375,23.625,0.730875,751,2019129,2019,BRK,CHI,1514.403279,1272.142253,0.877633972,0.122366028,122,117,Chicago,19,35,25,38,240,20,30,33,39,-300,220.5,-7,H,5997,3,W ,115.875,104.75,89.25,0.466375,55.375,0.532375,33.875,0.35375,26.875,0.773375,87.875,0.448125,62.375,0.479125,25.5,0.369625,20.5,0.80025
750,750,2019129,2019,CLE,WAS,1288.921871,1485.472218,0.364522485,0.635477515,116,113,Washington,24,23,22,44,-350,26,27,35,28,275,218.5,8,H,5998,9,W ,98.25,114.875,82.625,0.44625,54.125,0.483625,28.5,0.381875,18.875,0.749375,82.5,0.51475,53.75,0.554,28.75,0.443,21.75,0.79425,750,2019129,2019,CLE,WAS,1288.921871,1485.472218,0.364522485,0.635477515,116,113,Washington,24,23,22,44,-350,26,27,35,28,275,218.5,8,H,5998,9,W ,111.875,106.375,87.25,0.492125,55.375,0.5595,31.875,0.378375,19.625,0.72425,87.125,0.44575,51.875,0.514125,35.25,0.3495,20.625,0.800625
749,749,2019129,2019,DET,MIL,1451.952347,1671.985044,0.333818718,0.666181282,105,115,Milwaukee,30,32,27,26,-300,22,27,28,28,240,216.5,7,A,5999,0,L ,104.625,106,84.375,0.457375,52.875,0.51575,31.5,0.363375,20.375,0.793,85.25,0.483625,57.5,0.555875,27.75,0.340875,20.25,0.68575,749,2019129,2019,DET,MIL,1451.952347,1671.985044,0.333818718,0.666181282,105,115,Milwaukee,30,32,27,26,-300,22,27,28,28,240,216.5,7,A,5999,0,L ,107.875,115,91.375,0.429125,56.375,0.454125,35,0.387125,21.75,0.732625,88.5,0.489125,55.75,0.572625,32.75,0.3425,22.875,0.768
752,752,2019129,2019,HOU,NOP,1589.282136,1520.226638,0.725749238,0.274250762,116,121,NewOrleans,28,31,35,27,900,35,31,25,25,-1600,234,-13.5,A,6000,1,L ,122.75,117.5,91.875,0.438,38.875,0.5645,53,0.340125,29.25,0.827375,91.625,0.484625,59.5,0.56525,32.125,0.337875,23,0.77575,752,2019129,2019,HOU,NOP,1589.282136,1520.226638,0.725749238,0.274250762,116,121,NewOrleans,28,31,35,27,900,35,31,25,25,-1600,234,-13.5,A,6000,1,L ,115.375,119.25,95.25,0.441,56,0.485375,39.25,0.37425,22.5,0.711,90,0.496125,61.125,0.564,28.875,0.349375,25.5,0.784875
754,754,2019129,2019,LAL,PHI,1494.15113,1614.295484,0.471042386,0.528957614,105,121,Philadelphia,39,25,32,25,-340,20,33,28,24,270,230,7.5,A,6001,0,L ,108,111.625,88.125,0.4825,61.375,0.560625,26.75,0.30425,23.125,0.6725,93,0.431125,59.875,0.487,33.125,0.338375,25.75,0.76175,754,2019129,2019,LAL,PHI,1494.15113,1614.295484,0.471042386,0.528957614,105,121,Philadelphia,39,25,32,25,-340,20,33,28,24,270,230,7.5,A,6001,0,L ,115.5,113.875,90.625,0.481875,63.75,0.535625,26.875,0.3525,25.375,0.7525,87.625,0.458375,56.875,0.5,30.75,0.379625,30.125,0.762875
748,748,2019129,2019,ORL,OKC,1416.27365,1597.339094,0.3854094,0.6145906,117,126,OklahomaCity,32,37,22,35,-155,35,28,31,23,135,222,3,A,6002,11,L ,109.625,107.75,90,0.463875,59.5,0.533375,30.5,0.33475,18.875,0.818,89.375,0.446375,56.5,0.500625,32.875,0.362125,21.25,0.783375,748,2019129,2019,ORL,OKC,1416.27365,1597.339094,0.3854094,0.6145906,117,126,OklahomaCity,32,37,22,35,-155,35,28,31,23,135,222,3,A,6002,11,L ,118.875,120.5,90.5,0.480125,59.375,0.5365,31.125,0.403125,26.125,0.7715,95.875,0.4655,65.625,0.520125,30.25,0.35325,27.75,0.756375
753,753,2019129,2019,SAS,PHO,1577.907325,1288.770188,0.903789104,0.096210896,126,124,Phoenix,33,34,24,33,900,33,37,26,30,-1600,226,-13.5,H,6003,7,W ,119.125,113.375,87.5,0.50925,62.375,0.528625,25.125,0.48275,21.5,0.823,89.625,0.474875,57.25,0.53225,32.375,0.38375,21.875,0.732875,753,2019129,2019,SAS,PHO,1577.907325,1288.770188,0.903789104,0.096210896,126,124,Phoenix,33,34,24,33,900,33,37,26,30,-1600,226,-13.5,H,6003,7,W ,121.375,106.25,88.375,0.48975,58.625,0.542,29.75,0.387125,30,0.767875,84.625,0.451625,54.75,0.533125,29.875,0.308375,27.125,0.753
756,756,2019130,2019,BOS,CHO,1603.66644,1486.113233,0.777704133,0.222295867,126,94,Charlotte,28,31,16,19,260,35,28,35,28,-330,214.5,-7.5,H,6004,8,W ,119.125,105.875,91,0.502125,58,0.5505,33,0.41825,16.625,0.876875,90.375,0.43,57.375,0.474,33,0.354625,21.125,0.765625,756,2019130,2019,BOS,CHO,1603.66644,1486.113233,0.777704133,0.222295867,126,94,Charlotte,28,31,16,19,260,35,28,35,28,-330,214.5,-7.5,H,6004,8,W ,114.125,102,90.875,0.4885,60.25,0.553875,30.625,0.373375,16.125,0.8635,87.25,0.431,52.375,0.488375,34.875,0.351875,20.75,0.69025
755,755,2019130,2019,MIA,CHI,1498.005617,1270.790189,0.868024474,0.131975526,89,105,Chicago,31,19,28,27,525,21,27,20,21,-750,206,-10.5,A,6005,11,L ,106.375,105.25,87.875,0.463875,56,0.530875,31.875,0.34275,20.125,0.684,86.625,0.45175,58.125,0.505625,28.5,0.337125,22.5,0.78775,755,2019130,2019,MIA,CHI,1498.005617,1270.790189,0.868024474,0.131975526,89,105,Chicago,31,19,28,27,525,21,27,20,21,-750,206,-10.5,A,6005,11,L ,115.125,106.75,88.875,0.467875,53.875,0.537875,35,0.355375,26,0.747375,87.625,0.460625,62.25,0.49275,25.375,0.3785,20.875,0.790375
759,759,2019130,2019,MIN,MEM,1524.882753,1384.054575,0.800003851,0.199996149,99,97,Memphis,16,28,25,24,135,24,20,27,22,-155,208,-3,H,6006,12,W ,111.5,108.25,90.25,0.450875,60,0.512875,30.25,0.326125,25.5,0.797,87.5,0.459125,58,0.534875,29.5,0.31525,25.375,0.727875,759,2019130,2019,MIN,MEM,1524.882753,1384.054575,0.800003851,0.199996149,99,97,Memphis,16,28,25,24,135,24,20,27,22,-155,208,-3,H,6006,12,W ,112.375,98.625,82.125,0.477875,48.625,0.52675,33.5,0.389625,26.875,0.78625,81.625,0.445375,54,0.492375,27.625,0.34925,21.625,0.76775
760,760,2019130,2019,NOP,DEN,1532.038924,1595.85127,0.551890709,0.448109291,99,105,Denver,29,24,33,19,-500,26,30,19,24,375,226,9,A,6007,4,L ,112.75,110.25,89.25,0.484125,63.375,0.533375,25.875,0.346375,22.375,0.752375,85.875,0.46075,53.5,0.513,32.375,0.378625,24.375,0.770625,760,2019130,2019,NOP,DEN,1532.038924,1595.85127,0.551890709,0.448109291,99,105,Denver,29,24,33,19,-500,26,30,19,24,375,226,9,A,6007,4,L ,107.75,107,85.875,0.46325,51.125,0.521375,34.75,0.367875,21.5,0.697625,86.75,0.466625,55,0.547125,31.75,0.3235,21.125,0.759375
757,757,2019130,2019,NYK,DAL,1294.778021,1483.311075,0.375278573,0.624721427,90,114,Dallas,24,31,35,24,-300,20,27,23,20,240,215,7,A,6008,10,L ,102.375,114.125,85.625,0.43325,56.75,0.498375,28.875,0.303125,25.625,0.7675,87.75,0.482,56.375,0.560125,31.375,0.352625,24.125,0.8055,757,2019130,2019,NYK,DAL,1294.778021,1483.311075,0.375278573,0.624721427,90,114,Dallas,24,31,35,24,-300,20,27,23,20,240,215,7,A,6008,10,L ,107.25,106.875,91,0.44225,61.875,0.498,29.125,0.3115,23.125,0.771125,89.125,0.4405,50.25,0.526,38.875,0.32975,20.75,0.749875
762,762,2019130,2019,POR,UTA,1579.538026,1623.754189,0.57959659,0.42040341,132,105,Utah,27,31,22,25,-145,45,29,35,23,125,218,2,H,6009,5,W ,122.625,106.25,89.875,0.51,58.625,0.5705,31.25,0.402125,22.625,0.82975,89,0.4495,61,0.496875,28,0.3515,20.125,0.811875,762,2019130,2019,POR,UTA,1579.538026,1623.754189,0.57959659,0.42040341,132,105,Utah,27,31,22,25,-145,45,29,35,23,125,218,2,H,6009,5,W ,109.25,115.5,87,0.469875,60.375,0.488875,26.625,0.42675,20.75,0.775875,86.125,0.485875,53.375,0.558,32.75,0.36875,25.75,0.76375
761,761,2019130,2019,SAC,ATL,1455.032487,1392.082256,0.718698913,0.281301087,135,113,Atlanta,31,22,27,33,180,32,35,38,30,-220,236.5,-5,H,6010,2,W ,115.125,108.875,96.375,0.472625,64.625,0.514,31.75,0.386,17.25,0.7155,88.375,0.430875,50.125,0.50025,38.25,0.341375,24.75,0.784125,761,2019130,2019,SAC,ATL,1455.032487,1392.082256,0.718698913,0.281301087,135,113,Atlanta,31,22,27,33,180,32,35,38,30,-220,236.5,-5,H,6010,2,W ,119.875,113,88.375,0.494125,56.75,0.5845,31.625,0.336,26.75,0.801,88.375,0.465,53.25,0.547625,35.125,0.342875,24.75,0.78075
758,758,2019130,2019,WAS,IND,1477.772031,1581.523696,0.494601129,0.505398871,107,89,Indiana,25,20,24,20,-115,35,24,23,25,-105,218,1,H,6011,1,W ,114.375,106.5,90.375,0.479125,58.75,0.5165,31.625,0.40375,21.375,0.709125,88.75,0.447875,57.75,0.507125,31,0.335375,20.75,0.78175,758,2019130,2019,WAS,IND,1477.772031,1581.523696,0.494601129,0.505398871,107,89,Indiana,25,20,24,20,-115,35,24,23,25,-105,218,1,H,6011,1,W ,115.875,112.125,84.375,0.513,52.75,0.563625,31.625,0.426375,20,0.80075,88,0.481375,61.75,0.534,26.25,0.3535,23.375,0.777375
763,763,2019131,2019,DET,DAL,1445.630949,1496.363597,0.570429981,0.429570019,93,89,Dallas,21,28,21,19,270,19,26,18,30,-340,205.5,-7.5,H,6012,4,W ,104.375,104.875,84.75,0.454125,52.75,0.516875,32,0.354375,19.875,0.812125,84.875,0.48525,56.875,0.55825,28,0.34325,18.875,0.675,763,2019131,2019,DET,DAL,1445.630949,1496.363597,0.570429981,0.429570019,93,89,Dallas,21,28,21,19,270,19,26,18,30,-340,205.5,-7.5,H,6012,4,W ,103.625,105.25,88.875,0.434375,58.625,0.491375,30.25,0.314375,21.625,0.78325,90.875,0.43925,53.625,0.5245,37.25,0.31875,18.25,0.7435
768,768,2019131,2019,GSW,PHI,1719.141597,1627.329808,0.751038269,0.248961731,104,113,Philadelphia,30,23,42,18,300,35,25,26,18,-400,240.5,-8,A,6013,4,L ,124,119.5,96.5,0.47975,55.5,0.571375,41,0.353125,21.5,0.766125,90.125,0.462625,56.625,0.4925,33.5,0.428625,27.375,0.837625,768,2019131,2019,GSW,PHI,1719.141597,1627.329808,0.751038269,0.248961731,104,113,Philadelphia,30,23,42,18,300,35,25,26,18,-400,240.5,-8,A,6013,4,L ,112.375,116.125,91.25,0.466375,62.375,0.53475,28.875,0.3205,24.25,0.7435,86.625,0.472375,56.625,0.50975,30,0.396875,29.75,0.773875
767,767,2019131,2019,LAC,LAL,1503.135056,1481.116805,0.668718231,0.331281769,120,123,LALakers,32,22,33,25,-130,26,27,22,37,110,232,2.5,A,6014,13,L ,114,116.75,89.125,0.463,60.375,0.497125,28.75,0.394625,25.75,0.774875,90.5,0.45425,57.875,0.531375,32.625,0.328875,29.625,0.815,767,2019131,2019,LAC,LAL,1503.135056,1481.116805,0.668718231,0.331281769,120,123,LALakers,32,22,33,25,-130,26,27,22,37,110,232,2.5,A,6014,13,L ,115.25,115.75,96.625,0.423375,54.875,0.485375,41.75,0.333,27.125,0.711625,93,0.46375,63.125,0.528375,29.875,0.33125,26.875,0.73075
764,764,2019131,2019,ORL,IND,1409.227586,1566.082396,0.418901955,0.581098045,107,100,Indiana,19,29,25,27,145,24,27,18,38,-170,208,-3.5,H,6015,2,W ,108.5,109.375,88.625,0.462625,58.25,0.527375,30.375,0.3465,18.875,0.823625,88.875,0.465875,57.875,0.532125,31,0.344375,20.25,0.79375,764,2019131,2019,ORL,IND,1409.227586,1566.082396,0.418901955,0.581098045,107,100,Indiana,19,29,25,27,145,24,27,18,38,-170,208,-3.5,H,6015,2,W ,114.125,108.5,83.5,0.507625,53.25,0.556875,30.25,0.422375,20.5,0.817125,89,0.4685,63.75,0.524625,25.25,0.31975,21.25,0.795875
766,766,2019131,2019,SAS,BRK,1578.616354,1515.755343,0.718595068,0.281404932,117,114,Brooklyn,25,26,38,25,290,29,23,33,32,-380,226,-8,H,6016,18,W ,118.75,113.75,88.625,0.497375,62.625,0.52125,26,0.461,22.875,0.819625,89.75,0.47275,57.375,0.528625,32.375,0.38375,23,0.72725,766,2019131,2019,SAS,BRK,1578.616354,1515.755343,0.718595068,0.281404932,117,114,Brooklyn,25,26,38,25,290,29,23,33,32,-380,226,-8,H,6016,18,W ,115.5,113.25,97.25,0.457375,62.5,0.531125,34.75,0.336125,19.125,0.790625,90.75,0.451375,53,0.527125,37.75,0.36525,22.75,0.7725
765,765,2019131,2019,TOR,MIL,1637.631277,1678.306442,0.584555136,0.415444864,92,105,Milwaukee,22,34,31,18,120,25,22,29,16,-140,231,-2.5,A,6017,6,L ,113.875,104.5,89,0.47675,57.625,0.533875,31.375,0.359125,24,0.7685,87.5,0.446125,59.5,0.503625,28,0.324875,23.125,0.746,765,2019131,2019,TOR,MIL,1637.631277,1678.306442,0.584555136,0.415444864,92,105,Milwaukee,22,34,31,18,120,25,22,29,16,-140,231,-2.5,A,6017,6,L ,107.5,114.5,90.875,0.43375,56.125,0.461375,34.75,0.385,20.75,0.737125,87.25,0.49475,53.75,0.574375,33.5,0.365,20.75,0.779125
769,769,2019201,2019,CHO,MEM,1477.434213,1382.434076,0.754454187,0.245545813,100,92,Memphis,29,16,28,19,290,17,28,25,30,-380,202.5,-8,H,6018,11,W ,107.125,98.625,86.5,0.44325,55.5,0.48775,31,0.372125,23.75,0.797625,86.5,0.424125,54.125,0.50025,32.375,0.293625,21,0.722625,769,2019201,2019,CHO,MEM,1477.434213,1382.434076,0.754454187,0.245545813,100,92,Memphis,29,16,28,19,290,17,28,25,30,-380,202.5,-8,H,6018,11,W ,110.75,97.5,82.5,0.47725,50.5,0.527625,32,0.3865,24.75,0.80175,81.375,0.44225,53.25,0.486,28.125,0.358,20,0.78425
773,773,2019201,2019,DEN,HOU,1604.640975,1577.469851,0.675256249,0.324743751,136,122,Houston,43,28,24,27,145,35,48,30,23,-170,223.5,-3.5,H,6019,8,W ,125.125,111.125,90.875,0.52925,59.375,0.587375,31.5,0.415125,20.125,0.80275,85.875,0.477375,52.875,0.5575,33,0.353625,21.125,0.781875,773,2019201,2019,DEN,HOU,1604.640975,1577.469851,0.675256249,0.324743751,136,122,Houston,43,28,24,27,145,35,48,30,23,-170,223.5,-3.5,H,6019,8,W ,116.5,110.125,89.625,0.4825,59.625,0.551625,30,0.349125,25,0.80625,86.625,0.430875,41.125,0.549625,45.5,0.31575,26.25,0.798625
771,771,2019201,2019,MIA,OKC,1464.944823,1604.385159,0.443483351,0.556516649,102,118,OklahomaCity,31,41,22,24,-170,24,29,21,28,145,218.5,3.5,A,6020,2,L ,104.375,108.25,88,0.45375,55.5,0.51875,32.5,0.340625,19.875,0.670625,87.875,0.464375,60.25,0.511875,27.625,0.359875,22.125,0.771875,771,2019201,2019,MIA,OKC,1464.944823,1604.385159,0.443483351,0.556516649,102,118,OklahomaCity,31,41,22,24,-170,24,29,21,28,145,218.5,3.5,A,6020,2,L ,118.5,122.375,91.875,0.47875,61.125,0.535,30.75,0.3965,25.125,0.75525,95.625,0.47225,66.375,0.507,29.25,0.39025,27.5,0.765125
770,770,2019201,2019,NYK,BOS,1281.7255,1612.345461,0.209564049,0.790435951,99,113,Boston,25,31,24,33,-1600,20,27,26,26,900,213.5,14,A,6021,7,L ,101.375,114,85.875,0.428875,56.5,0.494125,29.375,0.302375,24.125,0.804,88.875,0.480375,56.5,0.559125,32.375,0.353375,22.375,0.81175,770,2019201,2019,NYK,BOS,1281.7255,1612.345461,0.209564049,0.790435951,99,113,Boston,25,31,24,33,-1600,20,27,26,26,900,213.5,14,A,6021,7,L ,110.375,108.25,87.125,0.459,51.625,0.53075,35.5,0.360375,20.625,0.854875,88.375,0.44925,54.375,0.51125,34,0.34875,21.5,0.801875
772,772,2019201,2019,UTA,ATL,1607.447316,1383.367098,0.865943197,0.134056803,128,112,Atlanta,34,26,27,25,650,36,22,38,32,-1000,226.5,-12,H,6022,10,W ,111.25,102.625,88.625,0.435625,49.25,0.5095,39.375,0.335125,27.625,0.766625,92.875,0.421375,64.25,0.4755,28.625,0.301875,20.375,0.79425,772,2019201,2019,UTA,ATL,1607.447316,1383.367098,0.865943197,0.134056803,128,112,Atlanta,34,26,27,25,650,36,22,38,32,-1000,226.5,-12,H,6022,10,W ,117.875,113,86.75,0.4915,55.75,0.580875,31,0.335125,27,0.81175,90,0.460375,54.25,0.542375,35.75,0.33825,23.375,0.799125
775,775,2019202,2019,CHO,CHI,1481.291283,1303.850982,0.831609144,0.168390856,125,118,Chicago,26,34,26,32,250,27,24,37,37,-310,216,-6.5,H,6023,11,W ,110.5,102.625,87.375,0.45375,55.375,0.50875,32,0.364375,23.875,0.816125,86.375,0.44025,55.25,0.510125,31.125,0.311125,21.375,0.768125,775,2019202,2019,CHO,CHI,1481.291283,1303.850982,0.831609144,0.168390856,125,118,Chicago,26,34,26,32,250,27,24,37,37,-310,216,-6.5,H,6023,11,W ,115.25,107.5,88.75,0.462625,53,0.531375,35.75,0.35725,27,0.742,86.125,0.46775,60.5,0.50525,25.625,0.37425,21.625,0.8035
778,778,2019202,2019,CLE,DAL,1296.622059,1491.136114,0.367242087,0.632757913,98,111,Dallas,40,18,28,25,-240,31,24,25,18,190,210.5,5.5,A,6024,8,L ,99,114.75,82.75,0.43975,54.25,0.480625,28.5,0.365625,21.25,0.7675,83.25,0.505375,52.375,0.54925,30.875,0.43175,22,0.782625,778,2019202,2019,CLE,DAL,1296.622059,1491.136114,0.367242087,0.632757913,98,111,Dallas,40,18,28,25,-240,31,24,25,18,190,210.5,5.5,A,6024,8,L ,105.375,103.875,88.25,0.439875,59.125,0.495875,29.125,0.312625,23.375,0.789625,89.5,0.440875,53,0.526125,36.5,0.32,18.375,0.731
774,774,2019202,2019,DET,LAC,1450.858431,1494.849134,0.579912799,0.420087201,101,111,LAClippers,22,25,29,35,120,40,25,22,14,-140,215.5,-2,A,6025,2,L ,103.75,106.875,85.125,0.449,52.5,0.504875,32.625,0.35775,20,0.78125,84.75,0.489,58.375,0.54625,26.375,0.371625,21.5,0.656125,774,2019202,2019,DET,LAC,1450.858431,1494.849134,0.579912799,0.420087201,101,111,LAClippers,22,25,29,35,120,40,25,22,14,-140,215.5,-2,A,6025,2,L ,105.125,108.5,87,0.4585,57.625,0.508,29.375,0.36575,21.875,0.702875,85.875,0.461375,62.5,0.495625,23.375,0.373,28.625,0.725
781,781,2019202,2019,GSW,LAL,1701.870382,1489.402727,0.857991638,0.142008362,115,101,LALakers,24,34,28,15,1100,33,30,25,27,-2500,234.5,-15,H,6026,6,W ,122.25,116.25,96.25,0.482375,56,0.5755,40.25,0.349875,19.375,0.776875,92.125,0.450125,58.125,0.501,34,0.363125,25.875,0.812,781,2019202,2019,GSW,LAL,1701.870382,1489.402727,0.857991638,0.142008362,115,101,LALakers,24,34,28,15,1100,33,30,25,27,-2500,234.5,-15,H,6026,6,W ,117,112.5,96.375,0.431375,54.875,0.491875,41.5,0.34225,26.875,0.73475,94.375,0.449375,65.25,0.51,29.125,0.314375,25.625,0.711625
779,779,2019202,2019,MIA,IND,1452.856733,1555.839215,0.495707969,0.504292031,88,95,Indiana,21,32,31,11,105,27,27,23,11,-125,204,-1.5,A,6027,11,L ,102.375,106,85.625,0.45525,52.375,0.527875,33.25,0.3365,19.625,0.66375,87.25,0.46725,59.625,0.517875,27.625,0.35475,19.75,0.759375,779,2019202,2019,MIA,IND,1452.856733,1555.839215,0.495707969,0.504292031,88,95,Indiana,21,32,31,11,105,27,27,23,11,-125,204,-1.5,A,6027,11,L ,110.625,105.5,81,0.496,50.5,0.551375,30.5,0.40625,22.125,0.812375,88.5,0.456,63.75,0.507375,24.75,0.316125,21.25,0.795875
782,782,2019202,2019,MIN,DEN,1526.503253,1612.223097,0.520539232,0.479460768,106,107,Denver,29,32,28,18,105,38,26,24,18,-125,221.5,-1.5,A,6028,9,L ,109.75,108.75,90,0.445375,58.75,0.51025,31.25,0.323375,24.625,0.790625,87.625,0.4585,57.375,0.532,30.25,0.322875,24.75,0.751375,782,2019202,2019,MIN,DEN,1526.503253,1612.223097,0.520539232,0.479460768,106,107,Denver,29,32,28,18,105,38,26,24,18,-125,221.5,-1.5,A,6028,9,L ,106.25,105.125,85.625,0.455,50.25,0.51525,35.375,0.361,21.75,0.70325,88.375,0.4565,56.875,0.53875,31.5,0.3085,19.625,0.7525
776,776,2019202,2019,ORL,BRK,1419.470767,1512.971581,0.509351989,0.490648011,102,89,Brooklyn,21,27,22,19,135,26,18,34,24,-155,221,-3,H,6029,5,W ,107.625,107.125,89.75,0.45825,59,0.517625,30.75,0.35625,17.375,0.813125,88.75,0.45825,56.875,0.522875,31.875,0.345,19.375,0.78125,776,2019202,2019,ORL,BRK,1419.470767,1512.971581,0.509351989,0.490648011,102,89,Brooklyn,21,27,22,19,135,26,18,34,24,-155,221,-3,H,6029,5,W ,115.75,110.75,97.375,0.455375,62.25,0.522,35.125,0.356375,18.75,0.803125,92.25,0.43975,54,0.5175,38.25,0.350375,21.5,0.75875
783,783,2019202,2019,PHO,ATL,1288.061159,1380.373843,0.511061132,0.488938868,112,118,Atlanta,33,25,28,32,115,30,27,31,24,-135,235,-2,A,6030,16,L ,109.625,116.5,88.25,0.46625,59.125,0.524875,29.125,0.353625,23.625,0.7335,87.25,0.476875,58.125,0.5105,29.125,0.4065,29.5,0.74925,783,2019202,2019,PHO,ATL,1288.061159,1380.373843,0.511061132,0.488938868,112,118,Atlanta,33,25,28,32,115,30,27,31,24,-135,235,-2,A,6030,16,L ,118.875,115.125,88.75,0.49225,57.75,0.575,31,0.342875,25.875,0.788625,89.625,0.466875,53.25,0.549625,36.375,0.34675,24.625,0.799625
785,785,2019202,2019,SAC,PHI,1463.747646,1644.601023,0.385698599,0.614301401,115,108,Philadelphia,26,26,27,29,-160,32,30,24,29,140,232.5,3,H,6031,9,W ,116,108.25,93.5,0.481875,62.125,0.52625,31.375,0.39025,18.75,0.725875,88.75,0.431875,50.375,0.5065,38.375,0.33275,24.125,0.77075,785,2019202,2019,SAC,PHI,1463.747646,1644.601023,0.385698599,0.614301401,115,108,Philadelphia,26,26,27,29,-160,32,30,24,29,140,232.5,3,H,6031,9,W ,112.625,114.75,91.375,0.46575,61.875,0.527125,29.5,0.341375,23,0.759375,87.375,0.467125,56.5,0.519125,30.875,0.365625,28.75,0.78175
780,780,2019202,2019,SAS,NOP,1581.400115,1523.249219,0.713079909,0.286920091,113,108,NewOrleans,24,26,28,30,500,35,28,31,19,-700,230,-10.5,H,6032,1,W ,117.25,113.875,89.5,0.488,64,0.511375,25.5,0.44975,22.625,0.81825,90.875,0.47275,57.875,0.523875,33,0.3945,20.875,0.753125,780,2019202,2019,SAS,NOP,1581.400115,1523.249219,0.713079909,0.286920091,113,108,NewOrleans,24,26,28,30,500,35,28,31,19,-700,230,-10.5,H,6032,1,W ,117.25,116.125,95.75,0.449625,57.75,0.49425,38,0.377625,22.5,0.724875,91.875,0.479625,62,0.55525,29.875,0.32025,23.375,0.802125
